346	CAA AAA AAK AKG KGA GAQ AQK QKL KLV LVF	CAS ASS SSV SVD VDR DRA RAQ AQL QLF LFG FGY GYT YTF	TTDPSFLGRY
460	CVV VVN VNR NRR RRD RDD DDM DMR MRF	CAS AST STE TEG EGN GNT NTG TGE GEL ELF LFF	YLQPRTFLL
204	CAM AMS MSA SAR ARS RSG SGY GYS YST STL TLT LTF	CAS ASS SSL SLL LLP LPE PEQ EQE QET ETQ TQY QYF	TTDPSFLGRY
406	CGA GAE AET ETS TSG SGS GSR SRL RLT LTF	CAS ASS SSL SLA LAE AEG EGP GPR PRY RYG YGY GYT YTF	YLQPRTFLL
172	CAL ALS LSG SGY GYT YTG TGG GGG GGN GNK NKL KLT LTF	CAS ASS SSP SPR PRD RDH DHQ HQE QET ETQ TQY QYF	TTDPSFLGRY
514	CVV VVN VNQ NQA QAD ADK DKL KLI LIF	CAT ATG TGL GLA LAN ANT NTG TGE GEL ELF LFF	YLQPRTFLL
199	CAA AAS ASV SVG VGY GYG YGG GGA GAT ATN TNK NKL KLI LIF	CAS ASR SRQ RQA QAG AGD GDE DEQ EQY QYF	TTDPSFLGRY
304	CGP GPG PGG GGY GYN YNK NKL KLI LIF	CSV SVE VEG EGD GDL DLS LSG SGD GDE DEQ EQF QFF	TTDPSFLGRY
218	CAV AVR VRS RSR SRG RGN GNN NNR NRL RLA LAF	CAS ASS SSP SPS PSG SGS GSL SLE LEQ EQY QYF	TTDPSFLGRY
156	CAV AVG VGL GLN LNT NTG TGT GTA TAS ASK SKL KLT LTF	CAS ASS SSW SWT WTS TSG SGS GSH SHE HEQ EQY QYF	TTDPSFLGRY
206	CAA AAS ASS SSG SGN GNT NTG TGK GKL KLI LIF	CAS ASW SWT WTD TDS DSQ SQG QGE GET ETQ TQY QYF	TTDPSFLGRY
161	CAA AAS ASL SLS LSL SLN LNS NSG SGY GYA YAL ALN LNF	CAS ASS SSP SPG PGR GRM RMS MSS SSR SRY RYE YEQ EQY QYF	TTDPSFLGRY
47	CAA AAR ARE REI EIG IGN GNQ NQF QFY FYF	CAR ARR RRG RGD GDR DRA RAE AEQ EQY QYF	LTDEMIAQY
231	CAA AAS ASD SDG DGN GNT NTG TGK GKL KLI LIF	CAS ASW SWT WTD TDD DDN DNQ NQP QPQ PQH QHF	TTDPSFLGRY
370	CAM AMR MRE REE EEY EYY YYG YGN GNN NNR NRL RLA LAF	CAS ASS SSL SLY LYG YGQ GQS QSD SDS DSP SPL PLH LHF	TTDPSFLGRY
2	CAV AVR VRT RTS TSG SGT GTY TYK YKY KYI YIF	CAS ASS SSE SEG EGI GIT ITS TSN SNQ NQP QPQ PQH QHF	LTDEMIAQY
