275	CAA AAL ALN LNT NTG TGN GNQ NQF QFY FYF	CAS ASS SSL SLA LAG AGN GNE NEQ EQY QYF	TTDPSFLGRY
197	CAA AAS ASG SGG GGF GFG FGN GNE NEK EKL KLT LTF	CAS ASS SSA SAG AGD GDY DYG YGY GYT YTF	TTDPSFLGRY
504	CVV VVN VND NDG DGN GNK NKL KLV LVF	CAS ASQ SQE QEL ELD LDT DTG TGE GEL ELF LFF	YLQPRTFLL
100	CAV AVR VRE RER ERG RGG GGY GYN YNK NKL KLI LIF	CAS ASS SSY SYT YTR TRL RLV LVQ VQN QNT NTG TGE GEL ELF LFF	LTDEMIAQY
10	CAG AGR GRS RSN SNA NAG AGK GKS KST STF	CAW AWS WSV SVG VGG GGS GSW SWV WVG VGE GEL ELF LFF	LTDEMIAQY
162	CAL ALG LGG GGS GSQ SQG QGN GNL NLI LIF	CAS ASS SSM SMR MRS RSG SGS GSD SDE DEQ EQY QYF	TTDPSFLGRY
289	CAG AGQ GQP QPA PAG AGT GTA TAL ALI LIF	CAS ASS SSF SFR FRT RTS TSG SGN GNE NEQ EQY QYF	TTDPSFLGRY
85	CVV VVT VTS TSR SRD RDH DHL HLR LRA RAN ANA NAG AGG GGT GTS TSY SYG YGK GKL KLT LTF	CSV SVG VGT GTG TGW GWP WPY PYE YEQ EQY QYF	LTDEMIAQY
291	CAM AMS MSP SPM PMG MGA GAG AGS GSY SYQ YQL QLT LTF	CAS ASA SAS ASE SEL ELA LAD ADT DTD TDT DTQ TQY QYF	TTDPSFLGRY
300	CAM AMR MRE REP EPR PRS RSN SND NDY DYK YKL KLS LSF	CAS ASS SSL SLT LTQ TQG QGF GFT FTE TEA EAF AFF	TTDPSFLGRY
101	CAA AAS ASN SNQ NQA QAG AGT GTA TAL ALI LIF	CAS ASI SIG IGM GMY MYR YRN RNE NEQ EQF QFF	LTDEMIAQY
484	CAV AVG VGL GLT LTW TWG WGK GKL KLQ LQF	CSA SAR ARD RDG DGG GGT GTD TDT DTQ TQY QYF	YLQPRTFLL
104	CAT ATP TPR PRS RSG SGG GGS GSY SYI YIP IPT PTF	CAI AIS ISE SEE EEH EHT HTG TGE GEY EYQ YQP QPQ PQH QHF	LTDEMIAQY
138	CAS ASP SPN PNY NYG YGN GNM NML MLT LTF	CAS ASK SKQ KQG QGW GWS WSN SNQ NQP QPQ PQH QHF	TTDPSFLGRY
476	CAV AVR VRD RDA DAS ASG SGA GAA AAG AGN GNK NKL KLT LTF	CAS ASS SSA SAP APD PDR DRG RGN GNT NTE TEA EAF AFF	YLQPRTFLL
438	CAV AVT VTP TPL PLY LYG YGG GGS GSQ SQG QGN GNL NLI LIF	CAS ASS SSL SLV LVG VGT GTS TSG SGR GRP RPA PAG AGD GDE DEQ EQF QFF	YLQPRTFLL
558	CAL ALG LGG GGS GSN SND NDY DYK YKL KLS LSF	CAS ASS SSL SLA LAG AGG GGF GFT FTG TGE GEL ELF LFF	YLQPRTFLL
190	CAE AEF EFT FTR TRQ RQA QAG AGT GTA TAL ALI LIF	CAS ASS SSL SLS LSA SAG AGL GLD LDE DEQ EQF QFF	TTDPSFLGRY
32	CAL ALR LRI RIY IYN YNQ NQG QGG GGK GKL KLI LIF	CAS ASS SSV SVG VGL GLA LAG AGV GVY VYS YSY SYN YNE NEQ EQF QFF	LTDEMIAQY
262	CAL ALD LDT DTG TGN GNQ NQF QFY FYF	CAS ASN SNP NPG PGH GHS HSN SNQ NQP QPQ PQH QHF	TTDPSFLGRY
452	CLV LVG VGD GDT DTY TYS YSG SGA GAG AGS GSY SYQ YQL QLT LTF	CAS ASS SSL SLL LLG LGE GEP EPG PGE GEA EAF AFF	YLQPRTFLL
90	CAM AMR MRE REG EGP GPG PGA GAG AGS GSY SYQ YQL QLT LTF	CAS ASR SRS RSG SGQ GQR QRN RNT NTE TEA EAF AFF	LTDEMIAQY
460	CVV VVN VNR NRR RRD RDD DDM DMR MRF	CAS AST STE TEG EGN GNT NTG TGE GEL ELF LFF	YLQPRTFLL
69	CAM AMR MRS RSN SNY NYQ YQL QLI LIW	CAS ASS SSE SEA EAQ AQG QGP GPQ PQH QHF	LTDEMIAQY
572	CVV VVN VNK NKE KED EDD DDM DMR MRF	CAT ATL TLT LTD TDA DAN ANT NTG TGE GEL ELF LFF	YLQPRTFLL
161	CAA AAS ASL SLS LSL SLN LNS NSG SGY GYA YAL ALN LNF	CAS ASS SSP SPG PGR GRM RMS MSS SSR SRY RYE YEQ EQY QYF	TTDPSFLGRY
187	CAM AMR MRA RAT ATG TGG GGF GFK FKT KTI TIF	CAS ASS SSL SLT LTQ TQG QGL GLN LNT NTE TEA EAF AFF	TTDPSFLGRY
366	CAT ATD TDG DGG GGY GYK YKL KLS LSF	CAS ASS SSF SFA FAG AGT GTA TAD ADY DYN YNS NSP SPL PLH LHF	TTDPSFLGRY
229	CAL ALK LKG KGM GMN MNR NRD RDD DDK DKI KII IIF	CAS ASS SSL SLG LGR GRG RGS GSN SNT NTQ TQY QYF	TTDPSFLGRY
560	CAG AGL GLN LND NDY DYK YKL KLS LSF	CAS AST STG TGA GAD ADT DTQ TQY QYF	YLQPRTFLL
506	CAL ALS LSG SGQ GQV QVQ VQD QDQ DQG QGG GGS GSE SEK EKL KLV LVF	CAS ASS SSH SHD HDI DIE IEA EAF AFF	YLQPRTFLL
439	CVV VVN VNI NID IDT DTD TDK DKL KLI LIF	CAS ASP SPD PDA DAN ANT NTG TGE GEL ELF LFF	YLQPRTFLL
198	CAV AVA VAP APS PSL SLG LGF GFG FGN GNV NVL VLH LHC	CAS AST STK TKG KGG GGT GTD TDT DTQ TQY QYF	TTDPSFLGRY
158	CAF AFS FSS SSG SGN GNT NTP TPL PLV LVF	CAS ASS SSQ SQE QED EDR DRW RWV WVI VIG IGE GEL ELF LFF	TTDPSFLGRY
2	CAV AVR VRT RTS TSG SGT GTY TYK YKY KYI YIF	CAS ASS SSE SEG EGI GIT ITS TSN SNQ NQP QPQ PQH QHF	LTDEMIAQY
312	CAV AVW VWD WDN DNQ NQG QGG GGK GKL KLI LIF	CSV SVE VES ESS SSG SGS GSY SYE YEQ EQY QYF	TTDPSFLGRY
56	CAG AGN GNA NAG AGN GNM NML MLT LTF	CAS AST STG TGP GPG PGG GGL GLA LAA AAG AGE GEQ EQY QYF	LTDEMIAQY
282	CAA AAT ATP TPG PGS GSN SNY NYK YKL KLT LTF	CAS ASS SSF SFT FTP TPG PGG GGQ GQE QET ETQ TQY QYF	TTDPSFLGRY
39	CAV AVG VGP GPS PSG SGG GGG GGA GAD ADG DGL GLT LTF	CAS ASS SSP SPV PVG VGW GWD WDT DTE TEA EAF AFF	LTDEMIAQY
433	CVV VVN VNR NRA RAD ADK DKL KLI LIF	CAS ASS SSP SPD PDI DIE IEQ EQY QYF	YLQPRTFLL
244	CLV LVG VGD GDT DTG TGT GTG TGG GGF GFK FKT KTI TIF	CAS AST STS TSG SGG GGT GTQ TQH QHF	TTDPSFLGRY
570	CVV VVN VNR NRD RDD DDK DKI KII IIF	CAS ASS SSE SES ESN SNS NSL SLE LEA EAF AFF	YLQPRTFLL
